01_prenom;02_genre;03_langage
stirling;m;english
storm;m,f;english
straton;m;ancient greek
stribog;m;slavic mythology
stu;m;english
stuart;m;english, scottish
stylianos;m;greek
su;f;english
subhash;m;indian
subira;f;african
sudarshana;m;indian
sudhir;m;indian
sue;f;english
suha;f;arabic
suhail;m;arabic
suhayl;m;arabic
suibhne;m;irish, scottish
suibne;m;irish
sukie;f;english
sulabha;f;indian
sulaiman;m;indian
sülayman;m;arabic
süleiman;m;arabic
süleyman;m;arabic, turkish
sulislaw;m;polish
sullivan;m;english
sulo;m;finnish
suman;m;indian
sumantra;m;indian
sumati;f,m;indian
sumayya;f;arabic
sumiko;f;japanese
summanus;m;roman mythology
summer;f;english
sunan;m;thai
sundar;m;indian
sundara;m;indian
sunday;f;english
sunder;m;indian
sunil;m;indian
sunita;f;indian
sunitha;f;indian
suniti;f;indian
sunniva;f;scandinavian
sunny;m,f;english
sunshine;f;english
suraj;m;indian
suraya;f;arabic
surendra;m;indian
suresh;m;indian
surinder;m;indian
surya;m;indian, hindu mythology
susan;f;english
susana;f;spanish, italian
susanita;f;spanish
susanna;f;english, italian, biblical
susannah;f;english, biblical (variant)
susanne;f;german
suse;f;german
susheela;f;indian
sushil;m;indian
sushila;f;indian
susie;f;english
susumu;m;japanese
suvi;f;finnish
suzan;f;english
suzana;f;croatian, serbian
suzanna;f;english
suzanne;f;french
suzette;f;french
suzie;f;english
suzu;f;japanese
suzume;f;japanese
suzy;f;english
svajone;f;lithuanian
svana;f;icelandic
svanhild;f;norwegian
svanhildur;f;icelandic
svarog;m;slavic mythology
sven;m;swedish
sverre;m;norwegian
sveta;f;russian
svetlana;f;russian, czech, bulgarian
svjetlana;f;croatian
svyatopolk;m;russian
svyatoslav;m;russian
swanhild;f;german
swanhilda;f;german
swanhilde;f;german
swaran;m;indian
sweeney;m;irish, scottish
swietomierz;m;polish
swietopelk;m;polish
swietoslaw;m;polish
swithin;m;
swithun;m;
sybella;f;english
sybil;f;english
sybilla;f;english, german
sybille;f;german, french
syd;m;english
sydne;f;english
sydney;f,m;english
sylvain;m;french
sylvaine;f;french
sylvana;f;english
sylvester;m;english
sylvestre;m;french
sylvia;f;english, scandinavian, german
sylviane;f;french
sylvianne;f;french
sylvie;f;french
sylwester;m;polish
sylwia;f;polish
symphony;f;english
syntyche;f;biblical, ancient greek
szabolcs;m;hungarian
szczepan;m;polish
szczesny;m;polish
szilárd;m;hungarian
szilveszter;m;hungarian
szilvia;f;hungarian
szymon;m;polish
taavetti;m;finnish
taavi;m;finnish
tabatha;f;english
tabby;f;english
tabea;f;german
tabitha;f;english, biblical
tacey;f;english
tacita;f;ancient roman, english
tacito;m;italian, spanish, portuguese
tacitus;m;ancient roman
tad;m;english
taddeo;m;italian
tadej;m;slovene
tadeo;m;spanish
tadeu;m;portuguese
tadeusz;m;polish
tadg;m;irish, scottish
tadhg;m;irish, scottish
taegan;m,f;
taffy;m;welsh
tahnee;f;english (modern)
tähti;f;finnish
tahvo;m;finnish
tai;m,f;chinese
taimi;f;finnish
takako;f;japanese
takashi;m;japanese
takehiko;f;japanese
takeshi;m;japanese
takouhi;f;armenian
takumi;m;japanese
tal;m,f;jewish
talbot;m;english
taletta;f;
talfryn;m;welsh
talia;f;jewish
taliba;f;arabic
taliesin;m;welsh
taline;f;armenian
talitha;f;biblical
tallulah;f;english
talulla;f;irish
talya;f;russian
tam;m;scottish
tamar;f;jewish, biblical
tamara;f;russian
tamás;m;hungarian
tamati;m;maori
tameka;f;english
tamera;f;english
tami;f;english
tamia;f;
tamid;m;arabic
tamika;f;english
tamiko;f;japanese
tamir;m;jewish
tammaro;m;italian
tammi;f;english
tammie;f;english
tammy;f;english
tamra;f;english
tamsen;f;english
tamsin;f;english
tamson;f;
tamzen;f;english
tancred;m;ancient germanic
tancredo;m;italian
taneka;f;english (modern)
taneli;m;finnish
tanesha;f;english (modern)
tania;f;english
tanika;f;english (modern)
tanis;f;near eastern mythology (hellenized)
tanisha;f;english (modern)
tanit;f;near eastern mythology
tanith;f;near eastern mythology
tanja;f;german, finnish, serbian, croatian, slovene
tanner;m,f;english
tansy;f;english
tanya;f;russian, english
tanzi;f;english (modern)
tapani;m;finnish
tapio;m;finnish, mythology
tara (1);f;english
tara (2);f;indian, hindu mythology
taranis;m;celtic mythology
taras;m;russian, ukrainian
tarek;m;arabic
tarina;f;english
tariq;m;arabic
tarmo;m;finnish
taro;m;japanese
tarquin;m;english
taryn;f;english
tasgall;m;scottish
tasha;f;russian, english
taskill;m;scottish
tate;m,f;english
tatiana;f;russian, slovak, bulgarian, romanian, spanish, portuguese, italian, english, ancient roman
tatianna;f;english
tatienne;f;french
tatjana;f;russian, serbian, croatian, slovene, german
tatton;m;english
tatu;m;finnish
tatum;f;english
tatyana;f;russian
tatyanna;f;english
tau;m;african
tawfiq;m;arabic
tawnie;f;english
tawny;f;english
tayler;m,f;english
taylor;m,f;english
teagan;m,f;irish
teague;m;irish
teal;f;english
teale;f;english
tearach;m;
teàrlach;m;scottish
teàrlag;f;scottish
teasag;f;scottish
teca;f;hungarian
tecla;f;
tecumseh;m;native american
ted;m;english
teddy;m;english
teemu;m;finnish
tegan;m,f;
tegwen;f;welsh
tehila;f;jewish
teige;m;irish
teigue;m;irish
teivel;m;jewish
tekla;f;scandinavian, russian, polish
tel;m;english
telesphore;m;french
telma;f;portuguese
teman;m;biblical
temani;m;biblical (variant)
temel;m;turkish
temitope;f;african
temperance;f;english
tempest;f;english
temple;m,f;english
temujin;m;history
tendai;f;african
tennyson;m;english
tenskwatawa;m;native american
teodor;m;scandinavian, romanian, czech, polish, serbian, croatian
teodora;f;italian, spanish, portuguese, swedish, romanian, polish
teodoro;m;italian, spanish, portuguese
teodors;m;latvian
teodosio;m;italian, spanish, portuguese
teofil;m;polish
teofilo;m;italian, spanish, portuguese
teppo;m;finnish
tera;f;english
terach;m;biblical (variant)
terah;m;biblical
terance;m;english
tercero;m;spanish
tere;f;spanish
terence;m;english
terenzio;m;italian
teresa;f;spanish, portuguese, italian, finnish, polish
terese;f;
teresinha;f;portuguese
teréz;f;hungarian
tereza;f;bulgarian, czech, slovak, romanian
terézia;f;hungarian
terezija;f;slovene
terezinha;f;portuguese
teri;f;english
teris;m;
terminus;m;roman mythology
tero;m;finnish
terpsichore;f;greek mythology
terra;f;english
terrance;m;english
terrell;m;english
terrence;m;english
terri;f;english
terrie;f;english
terry;m,f;english
tertius;m;ancient roman
tess;f;english
tessa;f;english
tessie;f;english
tetty;f;english
teunis;m;dutch
teuvo;m;finnish
tevye;m;jewish
tex;m;english
thabo;m;african
thad;m;english
thaddeus;m;english, biblical
thais;f;ancient greek
thales;m;ancient greek
thalia;f;greek mythology
than;m;
thanatos;m;greek mythology
thane;m;english
thanh;m,f;vietnamese
thea;f;english
thecla;f;
theda;f;german
theirn;m;french
thekla;f;greek
thelma;f;english
thelonius;m;ancient germanic (latinized)
themis;f;greek mythology
themistocles;m;ancient greek (latinized)
théo;m;french
theo;m;english
theobald;m;english
theocritus;m;ancient greek (latinized)
theodor;m;german
theodora;f;english, greek, ancient greek
théodore;m;french
theodore;m;english
theodoric;m;ancient germanic
theodoros;m;greek, ancient greek
theodosia;f;ancient greek, greek
theodosius;m;ancient greek (latinized)
theodotus;m;ancient greek (latinized)
theophania;f;greek, ancient greek
theophila;f;ancient greek
théophile;m;french
theophilus;m;biblical, ancient greek (latinized)
theophylaktos;m;greek, ancient greek
therapon;m;ancient greek
theresa;f;english
thérèse;f;french
theresia;f;german
theron;m;ancient greek
theseus;m;greek mythology
theunis;m;dutch
thi;f;vietnamese
thiago;m;portuguese
thibault;m;french
thierry;m;french
thirza;f;
thom;m;english
thomas;m;english, french, german, scandinavian, biblical
thomasina;f;english
þór;m;icelandic
thor;m;norse mythology
thora;f;scandinavian, german
þórbjörn;m;ancient scandinavian
thorbjörn;m;danish
thorborg;f;scandinavian
thorburn;m;english
þórdís;f;ancient scandinavian
þórir;m;icelandic
thorley;m;english
thornton;m;english
þórr;m;norse mythology
þórstein;m;ancient scandinavian
thorstein;m;swedish, danish
thorvald;m;scandinavian
thoth;m;egyptian mythology (hellenized)
thracius;m;ancient roman
thu;f;vietnamese
thuán;m;vietnamese
thucydides;m;ancient greek (latinized)
thunor;m;anglo-saxon mythology
thurayya;f;arabic
thurstan;m;english
thutmose;m;egyptian mythology
thuy;f;vietnamese
thyra;f;scandinavian
thyrza;f;
tia;f;english
tiago;m;portuguese
tiamat;f;near eastern mythology
tiana;f;english
tianna;f;english
tiara;f;english
tiarnach;m;irish
tiarnan;m;irish
tibby;m;english
tiberius;m;ancient roman
tibor;m;hungarian
tiborc;m;hungarian
tiburcio;m;spanish, portuguese
tiede;m;frisian, dutch
tien;f;vietnamese
tiernan;m;irish
tierney;m;irish
tierra;f;
tiffani;f;english (modern)
tiffany;f;english
tiger;m;english
tigernach;m;irish
tigernán;m;irish
tighearnach;m;irish
tighearnán;m;irish
tiina;f;finnish
tikhon;m;russian
tilda;f;english, swedish
till;m;german
tillie;f;english
tillo;m;german
tilly;f;english
tim;m;english
timaeus;m;ancient greek (latinized)
tímea;f;hungarian
timeus;m;
timmy;m;english
timo (1);m;finnish
timo (2);f;ancient greek
timofei;m;russian
timon;m;ancient greek, biblical
timotei;m;bulgarian
timotej;m;slovene
timoteo;m;italian, spanish, portuguese
timoteus;m;
timotha;f;english (modern)
timothea;f;ancient greek, greek
timothée;m;french
timothy;m;english, biblical
timoti;m;maori
tina;f;english, italian
tinek;m;slovene
tinuviel;f;literature
tipene;m;maori
tiphanie;f;english (modern)
tiras;m;biblical
tirzah;f;biblical
tisha;f;english
titania;f;english
titilayo;f;african
tito;m;italian, spanish
titty;f;english
titus;m;ancient roman, biblical, english
tivadar;m;hungarian
tivoli;m,f;
tiw;m;anglo-saxon mythology
tiwlip;f;welsh
tiziana;f;italian
tiziano;m;italian
tlaloc;m;new world mythology
toal;m;irish
tobiah;m;biblical
tobias;m;biblical
tobin;m;english
toby;m,f;english
tod;m;english
todd;m;english
todor;m;bulgarian
toiba;f;jewish
toinette;f;french
toini;f;finnish
toirdhealbhach;m;irish
toiréasa;f;irish
toivo;m;finnish
tola;f;khmer
tolly;m;english
tom;m;english
toma (1);f;russian
toma (2);m;croatian
tòmas;m;scottish
tomás;m;spanish, portuguese, irish, czech
tomas;m;swedish, norwegian
tomasa;f;spanish
tomasz;m;polish
tomaz;m;slovene
tomer;m;jewish
tomi;m;finnish, hungarian
tomiko;f;japanese
tomislav;m;croatian
tomislava;f;croatian
tommaso;m;italian
tommi;m;finnish
tommie;m,f;english
tommy;m;english
tomos;m;welsh
tondra;f;esperanto
toni (1);m;hungarian
toni (2);f;english
tonia;f;english
tonio;m;italian
tonka;f;slovene
tony;m;english
tonya;f;english
topaz;f;english
topher;m;english
topi;m;finnish
topsy;f;english
tor;m;scandinavian
tora;f;scandinavian
torben;m;danish
torbjörn;m;swedish
torborg;f;scandinavian
torcall;m;
tordis;f;norwegian, danish
tore (1);m;scandinavian
tore (2);m;italian
torgeir;m;norwegian, danish
torger;m;norwegian, danish
torhild;f;norwegian
tori;f;english
toria;f;english
toribio;m;spanish
toril;m;indian
torin;m;irish
torkel;m;swedish
tormod;m;norwegian
torquil;m;scottish
torsten;m;swedish, danish
torvald;m;scandinavian
totty;f;english
toussaint;m;french
tova;f;jewish
tovah;f;jewish
tovia;f;
toya;f;
trace;m,f;english
tracee;f;english (modern)
tracey;f,m;english
traci;f;english (modern)
tracie;f;english
tracy;f,m;english
trafford;m,f;english
trahaearn;m;welsh
traherne;m;welsh
trai;m;vietnamese
traian;m;romanian
trajan;m;history
tranter;m;english
travers;m;english
travis;m;english
treasa;f;irish
trecia;f;english
trefor;m;welsh
trent;m;english
trenton;m;english
tresha;f;english
trev;m;welsh, english
trevelyan;m;english
trevor;m;welsh, english
trey;m;english
tria;f;
tricia;f;english
trijntje;f;dutch
trina;f;english
trine;f;danish
trini;f;spanish
trinidad;f,m;spanish
trinity;f;english
trish;f;english
trisha;f;english
trista;f;english
tristán;m;spanish
tristan;m;welsh, english, french, celtic mythology
tristand;m;english
tristão;m;portuguese
tristen;m;english
tristin;m;english
triston;m;english
tristram;m;english
trix;f;english
trixie;f;english
troy;m;english
trudi;f;german, english
trudie;f;english
trudy;f;english
trueman;m;english
truman;m;english
tryggve;m;swedish
trygve;m;scandinavian
tryphena;f;biblical
tryphon;m;greek, ancient greek
tryphosa;f;biblical
trystan;m;welsh
tsholofelo;f;african
tu (1);m,f;chinese
tu (2);m,f;vietnamese
tuan;m;vietnamese
tuathal;m;irish
tucker;m;english
tudor;m;welsh
tudur;m;welsh
tue;m;danish
tuija;f;finnish
tullia;f;italian, ancient roman
tullio;m;italian
tully;m;
tunç;m;turkish
tünde;f;hungarian
tündér;f;hungarian
tuomas;m;finnish
tuomo;m;finnish
tuor;m;literature
ture;m;scandinavian
turin;m;literature
turlough;m;irish
tutankhamon;m;ancient egyptian
tuulikki;f;finnish, mythology
tuvya;m;jewish
tuyên;f;vietnamese
tuyet;f;vietnamese
twdor;m;hungarian
twila;f;english
twyla;f;english
txomin;m;basque
ty;m;english
tybalt;m;english
tycho;m;ancient greek (latinized)
tye;m;english
tyge;m;danish
tyko;m;swedish
tylar;m;english
tyler;m,f;english
tylor;m;english
tymoteusz;m;polish
tyr;m;norse mythology
tyra;f;scandinavian
tyreek;m;english (modern)
tyrell;m;english
tyrese;m;english
tyrik;m;english (modern)
tyriq;m;english (modern)
tyrone;m;english
tyrrell;m;english
tyson;m;english
tzeitel;f;jewish
tziporah;f;jewish
tzofiya;f;jewish
tzufit;f;jewish
uaithne;m;irish
ualan;m;scottish
uberto;m;italian
udo;m;german
ugo;m;italian
uilleag;m;irish
uilleam;m;scottish
uilliam;m;irish
uinseann;m;irish
ùisdean;m;scottish
ukko;m;finnish, mythology
uland;m;english
ulbrecht;m;
ulf;m;danish, swedish
ulick;m;irish
ulises;m;spanish
ulisse;m;italian
ulisses;m;portuguese
ulla;f;scandinavian
ulric;m;english
ulrica;f;swedish
ulrich;m;german, french
ulrik;m;scandinavian
ulrika;f;german, scandinavian
ulrike;f;german, danish
ultan;m;irish
ulyssa;f;english
ulysses;m;roman mythology, english
uma;f;indian, hindu mythology
umar;m;arabic
umberto;m;italian
ume;f;japanese
una;f;irish, scottish
undine;f;literature
unice;f;english (modern)
unique;f;english
unity;f;english
upton;m;english
urania;f;greek mythology (latinized)
uranus;m;greek mythology (latinized)
urbain;m;french
urban;m;english, danish, swedish, polish, czech
urbana;f;ancient roman, italian
urbano;m;italian, spanish
uri;m;biblical, jewish
uriah;m;biblical
urias;m;
uriel;m;biblical, jewish
urien;m;welsh, welsh mythology
urjasz;m;polish
urs;m;german
ursel;f;german
ursella;f;english
ursula;f;english, scandinavian, german
urszula;f;polish
urvakhsha;m;
usagi;f;japanese
usama;m;arabic
uschi;f;german
usha;f;indian
usko;m;finnish
usman;m;turkish
usoa;f;basque
ustinya;f;russian
ute;f;german
uthman;m;arabic
utz;m;german
uwe;m;german
uzi;m;biblical, jewish
uzma;f;arabic
uzziah;m;biblical
uzziel;m;biblical, jewish
václav;m;czech
václava;f;czech
vadim;m;russian
vahan;m;armenian
val;m,f;english
valarie;f;english
valary;f;english
valda;f;english
valdemar;m;scandinavian
valdis;f;
valencia;f;spanish
valentín;m;spanish
valentin;m;scandinavian, german, french, czech, russian, romanian
valentina;f;italian, russian, romanian, ancient roman
valentine (1);m;english
valentine (2);f;french
valentino;m;italian
valère;m;french
valéria;f;hungarian
valeria;f;italian, spanish, romanian, ancient roman
valerian;m;history
valeriana;f;ancient roman
valérie;f;french
valerie;f;english
valerija;f;serbian, croatian
valerio;m;italian, spanish, portuguese
valeriu;m;romanian
valerius;m;ancient roman
valeriya;f;russian
valéry;m;french
valeska;f;
vali;m;romanian
valkyrie;f;norse mythology
valora;f;esperanto
valorie;f;english
valter;m;scandinavian, portuguese
valtteri;m;finnish
van (1);m;english
van (2);m;vietnamese
vanamo;f;finnish
vance;m;english
vanda;f;italian
vanessa;f;english
vangelis;m;greek
vanja;f;scandinavian
vanna;f,m;khmer
vanya;m;russian
varda;f;jewish
vardah;f;jewish
varfolomei;m;russian
varg;m;norwegian
varinia;f;ancient roman, spanish
varinius;m;ancient roman
varius;m;ancient roman
varlam;m;russian
vartouhi;f;armenian
varvara;f;russian, greek, bulgarian
varya;f;russian
vasant;m;indian
vasanta;f;indian
vasco;m;spanish, portuguese, italian
vashti;f;biblical
vasil;m;bulgarian, macedonian
vasile;m;romanian
vasili;m;russian
vasilica;m;romanian
vasilios;m;greek
vasilisa;f;russian
vasilka;f;bulgarian
vasily;m;russian
vassily;m;russian
vasu;m;indian
vasya;m;russian
vaughan;m;english, welsh
vaughn;m;english, welsh
vavrinec;m;czech
veasna;m;khmer
veca;f;serbian
veera;f;finnish
velda;f;
veli;m;finnish
velia;f;italian
velma;f;english (modern)
velvel;m;jewish
velvela;f;jewish
vena;f;
vencel;m;hungarian
venceslao;m;italian
venceslás;m;spanish
venceslav;m;czech
venetia;f;
veniamin;m;russian
venka;f;esperanto
venkat;m;indian
venus;f;roman mythology
venyamin;m;russian
vera;f;russian, english, german
vercingetorix;m;ancient celtic
vere;m;english
vered;f;jewish
verena;f;german
vergil;m;english
verity;f;english
vern;m;
verna;f;english
verner;m;scandinavian
vernon;m;english
verona;f;
verónica;f;spanish
verônica;f;portuguese
veronica;f;english, italian, romanian
veronika;f;russian, czech, scandinavian, german, hungarian
véronique;f;french
vesa;m;finnish
vesna;f;croatian, serbian, slovene
vespasian;m;ancient roman
vespasiano;m;italian
vespasien;m;french
vespera;f;esperanto
vesta;f;roman mythology
vester;m;german
veva;f;
vi;f;english
vibeke;f;danish, norwegian
vibol;m;khmer
vic;m,f;english
vicente;m;spanish, portuguese
vicki;f;english
vickie;f;english
vicky;f;english
vico;m;italian
victoire;f;french
víctor;m;spanish
victor;m;english, french, portuguese, spanish, romanian
victoria (1);f;english, spanish, romanian, ancient roman
victoria (2);f;roman mythology
victorine;f;french
victorino;m;spanish, portuguese
victorius;m;ancient roman
vid;m;slovene
vida;m;hungarian
vidal;m;spanish
vidar;m;scandinavian, norse mythology
vidya;f;indian
vien;m;vietnamese
vienne;f;french
viggo;m;scandinavian
vijay;m;indian
vijaya;f;indian
vikki;f;english
vikram;m;indian
viktor;m;scandinavian, german, hungarian, polish, czech, bulgarian, russian, croatian, serbian
viktória;f;hungarian
viktoria;f;german, scandinavian
vilchjo;m;esperanto
vilem;m;czech
vilfred;m;danish
vilhelm;m;scandinavian, hungarian
vilhelmi;m;finnish
vilhelmiina;f;finnish
vilhelmo;m;esperanto
vilhelms;m;latvian
vilhjálmur;m;icelandic
vili;m;hungarian
viljami;m;finnish
viljem;m;slovene
vilko;m;slovene
ville;m;finnish
vilma;f;hungarian
vilmar;m;
vilmos;m;hungarian
vilppu;m;finnish
vin;m;english
vina;f;
vinal;m;english
vinay;m;indian
vince;m;english, hungarian
vincenc;m;czech
vincent;m;english, french, dutch, danish, swedish
vincentas;m;lithuanian
vincente;m;spanish
vincenza;f;italian
vincenzo;m;italian
vinh;f;vietnamese
